dts,rv_1,rv_2,rv_3,rv_4,rv_5,rv_6,rv_7,rv_8,rv_9,rv_10,rv_11,rv_12,rv_13,rv_14,rv_15,rv_16,rv_17,rv_18,rv_19,rv_20,rv_21,rv_22,rv_23,rv_24,rv_25,rv_26,rv_27,rv_28,rv_29,rv_30
15/02/2000,0.000286246881426524,0.000445763425394997,0.000761764468144704,0.000697083994027588,0.00075555496268558,0.000434652236787067,0.000290318647091928,0.000299297948326557,0.000434176453946468,0.000691022450514076,0.0007568834926657,0.000583354795875393,0.000632423577804617,0.000117695619333962,0.000514130657478092,0.000455179296854778,0.000334656289385202,0.00058460494892838,0.000291594383424003,0.000788291681262585,0.000338065216651768,0.00039896569447657,0.000241177395662139,0.00106036226471072,0.000147075487459121,0.000554269169357079,0.000323705582681914,0.000296983340486192,0.000477362485279485,0.00088435052403785
18/02/2000,0.000275689017582735,0.000206245867242461,0.000958418788369281,0.000513556971882101,0.000681295514988103,0.000317066808023803,0.000494115819555735,0.00092639740037604,0.000600391433359629,0.000263384648734068,0.000711849454742384,0.00169018587171367,0.000731644847276307,0.000315999259914444,0.000377001668901191,0.000492400402623705,0.000793373344365062,0.000797101253666047,0.00126483855385015,0.000347888777006403,0.000307079004900728,0.000271189071476984,0.000543127709558177,0.00112842710955776,0.000206091990341884,0.000314121138538346,0.000349265173441243,0.00045525777655458,0.00150958482333715,0.000238954539840324
22/02/2000,0.00107273539251835,0.000786350413255615,0.00133334377823763,0.000716206368907219,0.00055362282325089,0.00063051154363986,0.000233562396818671,0.00115126821112437,0.000738104987268217,0.000897452242798297,0.00135698257589562,0.00157901342316168,0.000838400854098054,0.000376025519663943,0.00081140575128715,0.00075988352367865,0.000730189428006372,0.000517409398745559,0.000441373108031665,0.000878101086584858,0.000353273244203198,0.000538369155402365,0.000195424375470257,0.00119911184590871,0.000498300999650059,0.000269242508781333,0.000471683895477848,0.000323665429141516,0.00116670922978632,0.000219029375025988
23/02/2000,0.000617987200667776,0.0012429078141293,0.00063657125101806,0.000502200420633301,0.000511242666715036,0.000389779063554749,0.000332564055477787,0.000699849632097815,0.000523144006292566,0.00103767318163043,0.000444778675352292,0.00049545031230304,0.00133148790886255,0.000274288465254778,0.000962974895266451,0.000443601927713289,0.000603573425354662,0.000670298176316735,0.000522206752478385,0.00112781488228461,0.000429785892379927,0.000199433253269464,0.000628250629215533,0.000491617774524765,0.000204341821057713,0.000636147395285864,0.000171778695020262,0.00101875078297862,0.00140223575739568,0.000182656661982943
24/02/2000,0.00045567805428655,0.0015053776083291,0.00177790233074132,0.000757366444454503,0.00131562482314342,0.000945473195750477,0.00052491811783244,0.0010120881052213,0.000979475227746119,0.00117825656327619,0.00092080750339108,0.000831078093294582,0.00100975424930947,0.00106291883305598,0.000749388032365225,0.00080452647571772,0.0011529226902678,0.000693938180920668,0.00163330140042223,0.00126245429628731,0.000351413371013158,0.000804589564188958,0.00066844368789045,0.000609525082805845,0.0014250000891283,0.00325250649657994,0.000699629893348968,0.000316373055459287,0.000891776813824388,0.00026941593286066
25/02/2000,0.000558526617725998,0.00146011120818003,0.000647441565666115,0.00113766629390696,0.00113053084649769,0.000541674191368266,0.000967063962187507,0.000571463914902645,0.000833476015259048,0.000850416100110484,0.00150870488249668,0.00146965706196641,0.00105985327538897,0.000336344814555591,0.000820321299927145,0.000713739202614216,0.000690372019514122,0.000721166704530366,0.00153321074973209,0.00113055123956869,0.00043520170375445,0.00098287612692173,0.00122488407606283,0.000538086136597707,0.000501044870502516,0.00190491315754655,0.000281144697376219,0.000154229949626382,0.000860283415912237,0.000181588726463118
28/02/2000,0.000453354911848035,0.000721312547828792,0.00142562156030902,0.00101691983873829,0.000451706903649657,0.000639591625772792,0.000628929579837297,0.00161312505248272,0.00104489403705221,0.00116379618646894,0.000962643526794689,0.00104404102929332,0.00115327340798443,0.000459343896614532,0.000685837940120731,0.000767447505561726,0.000720288342557286,0.000551080199453878,0.00121297851288844,0.00074052046645675,0.000577785249970917,0.000533868965626561,0.000244608042257838,0.00114406924334972,0.000410043639707316,0.000627669613616617,0.000701479309113293,0.000331325817058945,0.00131160008519536,0.000645152054156544
29/02/2000,0.00063108502499249,0.000412795726604427,0.000608593708435204,0.000379681503741629,0.000324830048444788,0.00055526314229932,0.000731914281932759,0.000499960100828255,0.000415167230021619,0.000687318614520401,0.000566777477286975,0.000712466383328215,0.00054496911975705,0.000569615045949036,0.000460443930991471,0.000925409688048405,0.000533149414226694,0.00052371500029728,0.000503032603427166,0.000565542736161487,0.00086028304972044,0.000603430285967537,0.000175838622926773,0.000977024544988935,0.00027190012102057,0.000434809404069177,0.00126259692883716,8.80030400727018e-05,0.000581090477242784,0.000280041313238163
01/03/2000,0.000467791866360058,0.000519613659455411,0.00108575699570966,0.000869946711337737,0.00316995243399743,0.000391039854370283,0.000716127000207487,0.00143744578102351,0.000364584792897217,0.000517983632456537,0.000684601426242859,0.0016076930691196,0.000595745498866408,0.000423603116434922,0.000736511537950996,0.00085806296759927,0.00028025974478149,0.000628790892030858,0.000731645061752403,0.000731500225986155,0.000584864455783048,0.00100390959121135,0.000691496687717565,0.000323062876720199,0.000198926159312124,0.000285176815014938,0.000509770748452062,0.000959793521973102,0.0012522949458699,0.00052283977736071
03/03/2000,0.000539729251039103,0.00041734631615732,0.000736815677887241,0.00056912360526303,0.000531413257493541,0.000388179288864613,0.000466040034437574,0.000401238508218598,0.000487765174621335,0.000580197998057179,0.000427496102091662,0.00174333427319537,0.000769309601768522,0.000330489169359999,0.000405236650516986,0.00112977696057604,0.000287557959012828,0.000341565927076249,0.000651636760794513,0.00104173953943345,0.00044702242027324,0.00050380453198709,0.000371168272683889,0.000462243215362874,0.000259034077577962,0.000202206134706418,0.000906306133535798,0.000415991292462505,0.000449906484274925,0.000181204709982109
06/03/2000,0.000482177159583167,0.000250089171597248,0.00134790628670786,0.000359157423365452,0.000305011691227452,0.000259566083554366,0.000221669998517286,0.000405877790036883,0.000162447350037668,0.000492010410289919,0.000299539523532432,0.000557873327604724,0.000764850101263091,0.000236910009890837,0.000445409911293002,0.000409099245323623,0.000473103321712583,0.000413785913334772,0.000358310009991,0.000778555272891461,0.000415554098223576,0.001303943448819,0.00092658526191974,0.00063083268946527,0.000225105153424768,0.00155196898307193,0.000227255747169507,0.00043656019910962,0.000681275118438416,0.00018422089660495
07/03/2000,0.000786631189327772,0.000357578432454748,0.000981518570176969,0.0011165518731672,0.00151176465001508,0.00311301052118851,0.00112070645661245,0.00108357626152443,0.00204892994946016,0.000374804488337947,0.00141694040343004,0.00145429387955891,0.00130325646380387,0.000347287093670581,0.000339652509618664,0.000707254991321217,0.00075150014468603,0.00116661265622437,0.000880033955300482,0.00155820064574216,0.000313771215402901,0.000774864089028372,0.000399680137403291,0.000652252343714424,0.00072101173053009,0.000985915913522525,0.000543654627552315,0.000537530314404996,0.00235904983627192,0.000558351544199446
09/03/2000,0.000841260369526789,0.000289499741767019,0.00118832533153953,0.000504628027659923,0.000889330789994742,0.000718912747825428,0.00119465910540286,0.000978747027834789,0.0011079387276746,0.000247594808340769,0.000539335846165647,0.000901459395887478,0.000965440314944771,0.000781181535933928,0.000595365455907466,0.000806876888187824,0.00057747278247764,0.000658841854738344,0.000663195080734471,0.000680796967282946,0.000914116211534074,0.000446221168853396,0.000668936765461104,0.00100905025710339,0.000730040059579742,0.00112412543025461,0.000264006305305684,0.000813233103634934,0.00137533962223782,0.000131639348319211
10/03/2000,0.000611833219178402,0.000460758396482133,0.000894067614745055,0.0010327478767282,0.000542247080409624,0.00209317891055728,0.000935214683194844,0.000667489998798836,0.000615961068361552,0.000340637680944411,0.000624953918005879,0.000499367764718112,0.000816845472981302,0.000312904084595431,0.000295373744223945,0.000908883934935085,0.000493228021658822,0.00074576371997747,0.000772400693611246,0.00101139845162958,0.000302325092047737,0.000987515245468601,0.00177116887368531,0.00038088435283285,0.000705564382280362,0.000387505050316616,0.00048513141230195,0.000236600826168239,0.00080962922034077,0.000141916362665307
14/03/2000,0.00026039532037349,0.000514353652353706,0.00100564244891625,0.000910795128374978,0.000695467290457559,0.000570394161039902,0.000484384608291949,0.000823738139872486,0.000630630223328179,0.000416254479799703,0.000486257719827175,0.0019622130688578,0.000683941887516355,0.000705047328139778,0.000746792209121303,0.00064067846353492,0.000375703150793727,0.000451705870874324,0.000539635956648728,0.000315119414930924,0.00046932788186308,0.00030293963177337,0.00139717554567554,0.00163133154017003,0.000315757335990604,0.000296393848318621,0.00109641777309407,0.000299352607130386,0.000334542247164836,0.00180924003948347
15/03/2000,0.000981617085562264,0.00101421319003185,0.00218933165484732,0.000643774031493279,0.00140706983106876,0.000796900303895252,0.000819487483040003,0.00128828522599837,0.000577425189327652,0.000960894130087764,0.00102298894825375,0.000528362004000941,0.000981790366462651,0.000565706648768448,0.000376731706285013,0.00105190139001622,0.000856234049232047,0.00122456762290224,0.000629979104293595,0.00117828587571477,0.000407819147058751,0.000421284777758606,0.0012978708460186,0.00284919692021895,0.000375373886578884,0.000787048683371316,0.000673408091314873,0.000856838634329781,0.00113967714537635,0.00144264405971714
16/03/2000,0.00130692000067168,0.00090946656528943,0.00149692411988198,0.0010482327935899,0.000919139452298195,0.000390473830844856,0.000218506635663419,0.000927856693971489,0.00115552739302516,0.000779318687454036,0.000595779209488923,0.000438588442559094,0.00120017889724917,0.00124275549669271,0.00101354302929788,0.00119220505359402,0.000581178332857905,0.000516106471120471,0.000974414208012534,0.00108996648246631,0.000325290560819947,0.00039361560621285,0.00116428408634988,0.00205939409381645,0.000668453702522493,0.000625980072451434,0.00039036184951263,0.000612805991117758,0.000595596426944756,0.000938130074793996
21/03/2000,0.000921346700463109,0.00114248060277837,0.000820904114795397,0.000374582466084809,0.000511892178135695,0.00078788019922439,0.000396533742326389,0.000809097434811628,0.00050010250588506,0.000778840361080646,0.00069841696072627,0.00331588210492588,0.000975345371458126,0.000376338673267395,0.000781516516972626,0.000506177654084165,0.0013104363508308,0.000684750788499637,0.00128007523102288,0.000937663634977667,0.000523304423609111,0.000440551212285062,0.00302972484291231,0.000510929997090693,0.000664752333272717,0.000268885155227336,0.000672239980117256,0.000859421619717995,0.000899981739598109,0.000967971903888771
22/03/2000,0.000467275798703026,0.000625258490241098,0.000821038252837915,0.000332688796532341,0.000545494687947453,0.000552381624208435,0.000227094925083676,0.000785717908094644,0.000391115028805429,0.000416786895955928,0.000871056732818189,0.000447048745933537,0.000481921400146284,0.000240072805387269,0.000723417980554481,0.000328274525906104,0.000501542627773349,0.000491416738531036,0.000352454761192339,0.000442554208263654,0.000574419711391873,0.00029845316262239,0.000537826756338744,0.000452452061037144,0.000225311898506983,0.000183414566489574,0.000526498343827194,0.000706526012757043,0.000532564619207068,0.0017997016928631
23/03/2000,0.000351126105347992,0.000799409027052194,0.000653566652153252,0.000332587729387748,0.000648877192620583,0.000469426867226719,0.000268281529833565,0.000534456565430514,0.000445937852368962,0.000476789308204423,0.000537350714005487,0.000983064960229295,0.000533729193864569,0.000283392364566712,0.000495824162842342,0.000677273914102255,0.000502233571650761,0.000530331843829412,0.00058862033817373,0.000496398694868084,0.000432928379579292,0.000564475897704633,0.000880876979714967,0.000546383629614416,0.000423976109021165,0.000192035225715646,0.000487360322410611,0.000447252641244185,0.000738845470729029,0.000538977191175567
24/03/2000,0.000703187628664817,0.000651546117054527,0.00060824215025575,0.000419511203484267,0.000608648297673264,0.000559086719634459,0.000889172337114538,0.000597071675776748,0.000545413376167721,0.000629607956665663,0.000338683454648148,0.000450272049313324,0.00112268963624817,0.000456067371418336,0.000305350196114783,0.000435093421333574,0.000492556099456519,0.000599806602879924,0.000576912236554353,0.000418649682044564,0.000391171969312249,0.000620342635791706,0.00181360189444852,0.00044128331705101,0.00054420234982034,0.000562302519154698,0.000727854763077051,0.000149700944589346,0.000930975222351454,0.000591720903677246
29/03/2000,0.000462892272134179,0.000379904727505569,0.000769292329526316,0.000361958467039829,0.000398659897930126,0.000354865537310336,0.000237218733510377,0.000732368673566314,0.000495263467779486,0.000210549502307939,0.000663608853589596,0.00153801178528422,0.000672197079246492,0.000940946777175102,0.000783396520664613,0.000519656299179629,0.000381027607778959,0.000982642891242637,0.000484689736152673,0.000637770843263889,0.000314343501801469,0.000378802196547872,0.00118352120770411,0.000591291152724312,0.000336579334714379,0.000280951514015538,0.000629379928471026,0.000352152833676366,0.00083025158000045,0.000645964437107177
30/03/2000,0.00100055702081896,0.000582131359874621,0.000547729479351935,0.000453633047814169,0.000517452875188593,0.000850290931244376,0.000415548855394508,0.00103066898852333,0.000475856196511249,0.000259038158686094,0.000824615383472933,0.000531611321929254,0.000752839725991847,0.000881940496951506,0.000488455701406997,0.000471370782946948,0.000500028221781803,0.000636758640414884,0.00046859518211207,0.00114201008597534,0.000393429063753456,0.000802082569703881,0.00148036153228419,0.000573504217718204,0.000351568614193292,0.000632596656102379,0.000689990096301974,0.000805225412297065,0.000817500008365941,0.0038905095425986
31/03/2000,0.000850795065876804,0.000422886359983891,0.000899045186022073,0.000339095501027939,0.000683309507739473,0.000655284410804578,0.00026253877340579,0.000983766933649784,0.000589161291651601,0.000581685018652112,0.000353047425702453,0.000625562892819313,0.00076902687834751,0.000655884447961586,0.000453525142867047,0.000983665633904685,0.000527097647084544,0.00101652404341079,0.000266893132267597,0.000333773429779107,0.000458296358540526,0.000806299199231502,0.00212652736746437,0.000435788568462442,0.000270326901541318,0.000281057623123402,0.000498515507562119,0.000659763899342005,0.000673176515663947,0.000285916915614469
03/04/2000,0.000335420157154748,0.000755298055171743,0.000845211744315333,0.00037621675854447,0.000462082142740478,0.000515543697349194,0.000400234414919438,0.000461853327476335,0.000741021821648813,0.000673589938115567,0.000657175421663297,0.000436392466184941,0.000962056257516747,0.000446800740298383,0.000305984183682896,0.000521228252206181,0.000695546476398493,0.000600869956865498,0.00073224792191031,0.00132389658962733,0.000421074625190213,0.000580597768307946,0.000602487024194524,0.000825641900187051,0.000160449508585766,0.000842170711362049,0.00059953263699809,0.000317867661379596,0.00091095545468591,0.000769443857977473
04/04/2000,0.00158793788799793,0.00106582254022869,0.0045317822795785,0.000857012075581428,0.00198961065299178,0.00178827609091404,0.000702826245756824,0.00177109752593088,0.0020208441613424,0.00202365170832314,0.00208377769597716,0.00170548756690403,0.00177345951813117,0.00140620137455028,0.00253075742581802,0.00115503048976244,0.00298355741061285,0.00154215556691251,0.00167848287303013,0.00260288786652773,0.00137846351927884,0.00332591185408294,0.00399283350428712,0.00157382874455886,0.000441431959470749,0.000441144330022949,0.00215956426099489,0.000579576185360107,0.00139332802265768,0.00183364345708561
11/04/2000,0.000540136603056352,0.00149180290544256,0.00108889314321233,0.000640799367039171,0.000356005689795818,0.000987068734876244,0.000384437934876929,0.000340321222378291,0.000542455890537709,0.000559010603835785,0.000694510208733751,0.000328113361770266,0.000759209643446844,0.000282387300853643,0.000262634673957558,0.00059556812227449,0.000369131269726583,0.000919237943393249,0.000841679160833195,0.00057645919270182,0.000428190523099127,0.000697178721858612,0.00165194773817742,0.00071075853245097,0.000455548205977941,0.000512124375880125,0.000294007189667198,0.000483047019555813,0.00056362136418597,0.000222032593219717
13/04/2000,0.000237562946745623,0.000930528415214402,0.000868179915510785,0.000651107636364006,0.00182426034908689,0.000615799469694297,0.000984115816381671,0.00226389968073772,0.000572011625874931,0.000816439738938687,0.000688184964290784,0.000452432784466845,0.000589067008429106,0.000654213906565919,0.000506701839562974,0.000733777439972367,0.00131664808764362,0.000585740791983728,0.00084069233747173,0.00103038215155643,0.000869533904272474,0.0012627303647482,0.00252471395363992,0.000441670376733334,0.000599700217310533,0.000227773688482033,0.00046040418308013,0.000365140696059453,0.00170030740446354,0.000128075125973438
14/04/2000,0.00140592610701768,0.00118138379417821,0.00178159513761244,0.00123125795177488,0.000520966253727329,0.00171103862063766,0.000649560954478425,0.00301133536377746,0.00177381712869821,0.00265003223090181,0.00117890954479348,0.000917070688702275,0.00130772413168045,0.000710501278115964,0.00101900345175256,0.00179091955238409,0.00302595816680041,0.000937458045029033,0.00306770172795358,0.00180187160099985,0.00170334430335568,0.0026274777785691,0.00286064944973746,0.00131857241234988,0.000650241036406991,0.000849790237240855,0.00144105063664287,0.000712056009650594,0.00106404808724801,0.000580637331172579
17/04/2000,0.000856690527312206,0.00157651717686752,0.0026810057311508,0.000646728179467915,0.000546493527773301,0.00108519913218926,0.000597808555933207,0.0012128959371264,0.00132272697234968,0.00103139966509131,0.00122746566575161,0.00127000716105648,0.00125673070747094,0.000752506690064033,0.000823003321982004,0.00105617731275479,0.00130083178317688,0.000835162438440874,0.00122243936411974,0.0012299214810064,0.000961175039519995,0.00197936876999693,0.00263539982158161,0.000951907563439476,0.000729831055947258,0.00107127203340506,0.00174652986933914,0.00044234740802857,0.00192959310332623,0.000390939466424396
18/04/2000,0.000624757142719427,0.000423967974911787,0.00184930267655754,0.00054815976297777,0.000356376607154739,0.000654949841158923,0.000531353971320139,0.00110822808708704,0.000626555720013631,0.000598342385480483,0.00134095243176863,0.00183693029206694,0.00107092298877744,0.000345019531715585,0.000453632025043885,0.00070524358832631,0.000774723856870354,0.00061156327625804,0.000560993458000986,0.00128741979147443,0.00047743895502291,0.000866818322107292,0.0023489256421176,0.00191817335762515,0.000375614003911727,0.000546742488927385,0.000961701527685776,0.000415499113379141,0.0015489928916798,0.000936127795819811
24/04/2000,0.000429062180234633,0.000551349560272075,0.00139964038347723,0.000451562577928525,0.00034754127098619,0.0010547727208067,0.000309195770128961,0.00192993648192283,0.000599009036217221,0.000552342470474725,0.000844389946187035,0.000626324401564476,0.000575282279090547,0.000131296674804157,0.000596727109231188,0.00127321701754574,0.000514862895354996,0.000883951398867015,0.000850046576999997,0.000369516394328602,0.00118483025331206,0.000857127703851163,0.00172546464034735,0.00071809135648086,0.000483811634879358,0.000337282290170118,0.000544750031860287,0.00031248907119946,0.00101142672086948,0.00140802186766985
25/04/2000,0.000265109463347395,0.00042141734607186,0.000857795671317501,0.00020896916439806,0.000385540332779724,0.00139156504372202,0.000288299145798832,0.0006890918688451,0.000677484218442388,0.000533008065530855,0.000582191605056322,0.000522493656965774,0.00067779399226348,0.000306561211154929,0.000480073158992638,0.000704574169566569,0.000429121081004292,0.000763297275441197,0.000371309623503554,0.000423143780867636,0.000517737164653371,0.000812612245942453,0.00108769393408548,0.00062820055833779,0.00067486360207264,0.000711146982929793,0.00067016210692975,0.000346917468110216,0.000502872767342583,0.000977065442038849
26/04/2000,0.000306220790887545,0.000184136147587231,0.000516606902527688,0.000340305633520273,0.00021479116978463,0.00116735082144714,0.000180610902316653,0.000399863674752917,0.000479712756808719,0.000425797769526994,0.000416114494142319,0.000534131785327625,0.000321692277049709,0.000639044108786993,0.000355253930532271,0.000391779933200538,0.000441425370624158,0.000426386744204588,0.000432369911707323,0.000354411226095734,0.000244267171912942,0.000812499024670563,0.00143402236319927,0.000425292470991872,0.000527077269022326,0.000894090519704825,0.000476278036418845,0.000160468111048594,0.000321152710844543,0.00105288832687152
27/04/2000,0.000606973365129424,0.000518119551532528,0.000775701993387833,0.000206914494955584,0.000216683161740046,0.000532132107202578,0.000270881368572342,0.000624221806651037,0.000398239866600535,0.000543075237505172,0.000662585103047252,0.000421360384333002,0.000582492863715331,0.000314733866432764,0.000473679045870733,0.000498058326309847,0.000357372617117537,0.000402157219468134,0.000394867620494215,0.000902478474550495,0.000668172600577557,0.000655726293914635,0.00148028366024078,0.000288882942543339,0.000398933261888318,0.000257679883982009,0.000895131547231681,0.000187314456096323,0.000536060121715689,0.000937352067759346
28/04/2000,0.000230641026098025,0.000545217111738342,0.00053052564342729,0.000412318876968077,0.000186688678158642,0.000341355345722097,0.000186158980758361,0.000517973922690651,0.000681245163945214,0.000696365641476997,0.000330771489903203,0.000883917335817501,0.000529847619842667,0.000268436360033216,0.000310599694678757,0.000359946746751154,0.000308597149330156,0.000295999415505729,0.000490061564699985,0.000798414489133871,0.000499632093640171,0.000374704942952006,0.00112394023220812,0.00104333349170593,0.000526390101973532,0.000135760719351273,0.000539963551304243,0.000210178355832931,0.000615308822194009,0.00114412554170566
01/05/2000,0.000591335062608522,0.000515527932346449,0.00084872748186975,0.000239380442124294,0.000309033278585391,0.00046402289875453,0.000309732613861005,0.000647634565376892,0.000356199270162455,0.000797032760271594,0.000217357743296635,0.00094394867895661,0.000903992186424412,0.000423127773516163,0.00069477629756303,0.000455220400600921,0.000282522936701805,0.000315210914776372,0.000516791810815602,0.000447873583505553,0.00109747579120431,0.000304168157138899,0.000835646109396994,0.000799958271760042,0.00031035290416835,0.000180110174993533,0.000956437933091571,9.06605578626714e-05,0.00115503736934399,0.000683799133327215
02/05/2000,0.000251498376023182,0.000333775523071946,0.000518255409764887,0.000344879860327036,0.000485788028558243,0.00037149327783395,0.000250301142185839,0.0007386460316263,0.000380823967366827,0.000589448326086522,0.000440817580576856,0.000685215532260649,0.000445496040153963,0.000286325887910854,0.00105687342037203,0.00037670492745091,0.000284243852201754,0.000481686521499044,0.000313514752296717,0.000467979888016018,0.000701256424730299,0.000316019965063552,0.000654181794408569,0.000563620335732634,0.000366395607850001,0.000318411072115612,0.000711328094086257,0.000414587868248371,0.000624934976181478,0.000370577003310406
03/05/2000,0.000419813087518839,0.000494993751765083,0.000689892468354052,0.000271693824037867,0.000413359080378837,0.000342640012802556,0.000350034727468516,0.000609835223195491,0.000557988002269276,0.000532977881593444,0.000680364026453802,0.000467923123067274,0.000604319566065622,0.000198938847523259,0.00052666719864579,0.00100601561704469,0.000372506258266659,0.000898634096093404,0.000830556842202978,0.000385325139804913,0.000803022050591787,0.000516410447385219,0.00153522738895234,0.000824925317251045,0.000492921222154925,0.000363539708781199,0.00122235523696121,0.000130808999590947,0.00105711505149409,0.000245334233163858
