dts,pvar3_1,pvar3_2,pvar3_3,pvar3_4,pvar3_5,pvar3_6,pvar3_7,pvar3_8,pvar3_9,pvar3_10,pvar3_11,pvar3_12,pvar3_13,pvar3_14,pvar3_15,pvar3_16,pvar3_17,pvar3_18,pvar3_19,pvar3_20,pvar3_21,pvar3_22,pvar3_23,pvar3_24,pvar3_25,pvar3_26,pvar3_27,pvar3_28,pvar3_29,pvar3_30
31/01/2000,0.000390450966369787,0.000246449518868447,0.000223976363070314,0.000591125888324984,0.000331273125329861,0.000226640438825993,0.000270141289486187,0.000284728801336046,0.000349204674874606,0.000244537440675787,0.000322646141695486,0.000735663088626891,0.000325548600670628,0.000147025893637445,0.00011366628226201,0.000403076966067444,0.000215464237222374,0.000782526228433503,0.000271884085358072,0.000197621739548607,0.000611427147339576,0.000422164441625264,0.000460212490899921,0.000208786046929381,0.00016162989205015,0.000154649532273539,0.000965829368669302,0.00150494440120305,0.000271085208214915,0.000184032518782743
01/02/2000,0.000252356013733185,0.000148527050805698,0.000537741060803817,0.000135964367709968,0.000381211793668643,0.000139879648877825,5.06665161310498e-05,0.000646046867146037,0.000172747847944362,0.000146290813810749,0.000165966420564321,0.000552974324927102,0.000151735339515143,0.0001495855989246,0.000137186228746056,0.000174056670550502,0.00019376656680478,0.000225948555854815,0.000276865039619812,0.000515910551775433,0.000331511337541104,0.000233496593454212,0.000156513709895172,0.000274949044096724,0.000113057432575776,0.000113406400062246,0.000201932998497409,0.000802578035842258,0.000526455011403269,0.000134936037724731
02/02/2000,0.000236334092582694,0.000268492897478813,0.000509373858271324,0.000131746902992324,0.000169517130007813,0.000332385007124395,9.81612193075773e-05,0.000186766242910559,0.000181259631507154,0.000158225181254789,0.000227046579486541,0.000360549164603001,0.000215406998536606,0.000173363031625013,0.000289154046938995,0.00017797433027951,0.000137637692735021,0.000151079708463928,0.000142209771464923,0.000228985430881732,0.000142154292048668,0.000491006574973915,0.000167137474697394,0.000411989317492003,0.000128520765284047,4.25861289263849e-05,0.000221077736295591,8.97449749391187e-05,0.000646384392087056,0.000171979769982134
03/02/2000,0.000281033659211549,0.000274122706323463,0.000238515795387382,0.000191343493654585,0.000133995397992526,0.000193539033975765,0.000116860735346223,0.00017404958319265,9.59136790666694e-05,0.000323698874744062,0.000283365655107568,0.000140633319325932,0.000389304675826861,0.000150672966790492,0.000149198623021732,0.000271659193929858,0.000250029841917035,0.000195714911942253,0.000148944651842411,0.000171770473629893,0.000255995038096145,0.000179590623442687,0.000516740045682348,0.000142196440531396,0.000157451567571088,7.73194052716572e-05,0.000159895238738979,0.000427895944950207,0.000456651406929221,7.50766684162396e-05
04/02/2000,6.76814703861041e-05,7.39957178213874e-05,0.000180401409659918,7.55047668834032e-05,0.000152074289901179,0.000185551980139947,0.000141442952864303,0.000208033111439896,8.5581684066574e-05,7.54087602212728e-05,0.000297843397007065,0.000164149985185421,0.000124574605081429,0.000135719305477836,0.000214573744731106,0.000118108114357544,8.85809327641621e-05,0.000310881594642718,0.000100250640571507,0.000234005992046578,0.000205740463950897,0.000116688988710519,0.000176185326447822,6.84238145402377e-05,0.000302895046422889,0.000161146693433072,0.000122529723072436,0.000185061401986867,0.00031052184700585,0.000130418051669753
07/02/2000,0.000110815565388094,0.000117770016634739,0.000203436429142564,0.000169593663811289,0.000380017967620952,0.000190292268042337,7.49558742944052e-05,6.57142901969457e-05,0.000166190267480115,0.000111313795424678,0.000211261343673547,0.000124436142155873,0.000192197207938372,0.000115331360422241,0.000146598653601368,0.000360730047555271,4.76892999562784e-05,0.000164747470636478,0.000225987308134991,0.000244914015561213,0.000368748190416819,0.000184117514385005,0.00022643010922387,0.000152771238478012,8.33565586794683e-05,8.09560286290195e-05,0.000249209212909026,0.000309982736499175,0.000232625468517031,2.6392336057083e-05
08/02/2000,0.000302824029890481,0.000221107590891006,0.000390424588747611,0.000143765054781983,0.000200207994174626,0.000254301378500302,0.000106737637858531,0.000131701323064542,7.76904221828669e-05,0.000251415503012017,0.000117728665061749,0.000176041065087018,0.000336165632596993,5.2435179781442e-05,0.000172328592741766,0.000707567568239915,0.000100158165044406,0.000122664843911564,6.52530893506184e-05,0.000297922312655134,0.000147327536079549,0.000171132380320295,0.000269768307207484,0.00120699253925319,0.000118459684219612,0.000139317726641601,8.35427764442587e-05,0.00013830034532905,0.00071448133472482,0.00016478110340506
09/02/2000,0.000105245817739823,7.73497569450842e-05,0.000112645345847561,0.000164521159456299,0.000329667964565415,0.000179688886586073,5.29415783945786e-05,0.000134052458205469,0.000154672775265226,0.000174039544343924,0.000131340675856207,0.000624683201796059,7.49774008630779e-05,4.89642275992069e-05,0.000124084101917572,0.000491949671465501,0.000142839334607586,0.000555252391706395,7.84845231983799e-05,0.000384339584248235,0.000146566223479224,0.000132001698740486,4.70928007540374e-05,0.00100767473031658,0.000303648009100278,0.000147718955245735,0.000141333329600487,8.21691067168249e-05,0.000169324535325452,7.08249212471654e-05
10/02/2000,0.000162231817019342,8.24893463376683e-05,0.000174585942454997,0.000184821416900538,0.000752072127395603,0.000235913297361674,0.000146815653916368,0.000351589740677709,0.000119689024419101,0.000147281945374811,9.67928452696995e-05,0.00055714923159918,0.000185151771940379,4.59813029985283e-05,0.000199459642411657,0.000143930938452715,0.000280608322832124,0.000249425483943861,0.000118004834838881,0.000547737334224055,0.000164605634631391,0.000128094214389072,8.29128527327256e-05,0.000733979360049113,0.000386587079654625,0.000101842766952253,0.000129868608298357,4.19889329463731e-05,0.00024855113055713,0.000174170604979597
11/02/2000,0.000262329149322914,0.000308981898272198,0.000278474202853091,0.000198191452850586,0.000700740823868625,0.000195585162625501,0.000111765868746005,0.00015971618031012,0.000381285984868041,0.000312440414730904,8.32712099706469e-05,0.000739141564144999,0.000262365299544434,5.89211371061961e-05,0.000247775911239509,0.00013318710069938,0.000218692867810556,0.000180231210120937,0.000154902999096565,0.000737730987804356,7.75472142298336e-05,0.000141749091770557,0.000208654315184203,0.00024892738826446,9.40729797124418e-05,0.000127855854188981,0.000210077262896119,4.36253797774803e-05,0.000287298887401043,9.1167715215276e-05
