dts,rsv_p_1,rsv_p_2,rsv_p_3,rsv_p_4,rsv_p_5,rsv_p_6,rsv_p_7,rsv_p_8,rsv_p_9,rsv_p_10,rsv_p_11,rsv_p_12,rsv_p_13,rsv_p_14,rsv_p_15,rsv_p_16,rsv_p_17,rsv_p_18,rsv_p_19,rsv_p_20,rsv_p_21,rsv_p_22,rsv_p_23,rsv_p_24,rsv_p_25,rsv_p_26,rsv_p_27,rsv_p_28,rsv_p_29,rsv_p_30
15/02/2000,0.000157709628294418,0.000299322732185227,0.000254315445415976,0.000392183417527583,0.000437587498169655,0.000316105730996818,0.00021056015359078,0.000151679391156752,0.000222853404875528,0.000550257094973962,0.00046337380633706,0.000254648653826675,0.000408665955573609,6.92466546725686e-05,0.00024113305384705,0.000236073038742411,0.000222656783607008,0.00028737030963867,0.000222134241893039,0.000541171781922633,0.000210042774547577,0.000223052083691098,0.000108869547766016,0.00032000005409438,9.33073711960914e-05,0.000353201288548866,0.000209636353284859,0.000191232673319854,0.000218189408586569,0.000565496993413062
18/02/2000,0.00010287966136244,6.34255131077335e-05,0.000371866699350255,0.000226978743735184,0.000237546561478895,0.000155245470748676,0.000201438761130282,0.000491082250552364,0.000230794474770263,0.000133617216097784,0.000375518509958801,0.000684105911295966,0.000320421349100707,0.000122122267415378,0.00014344104827061,0.000173259132522076,0.000288893582353962,0.000298698022286764,0.000499369501165772,0.000168467776564048,0.000141808527698025,0.000132079433253796,0.000239463793033839,0.000589827109920629,0.000108336191398627,0.000170175469743057,0.000184961228355572,2.82183571422642e-05,0.000896079769698554,0.000108537905388709
22/02/2000,0.0005887871019362,0.000454433475300686,0.000654018982281487,0.000284159905622629,0.000331195582417551,0.00036014856255455,0.000120023039092193,0.000501886786019264,0.000476531974217104,0.000456196749643619,0.000824026140671149,0.000876835800015466,0.000520742657597237,0.00022800496259142,0.000443699539858508,0.000394359838342804,0.000421189815981417,0.000282400344789285,0.000176585403189918,0.000410896059714297,0.000181543401639075,0.000260005256437349,0.000117608136399074,0.000511172067252489,0.000374107370508194,0.000148888422046978,0.000174990739582762,6.24633621839534e-05,0.000488433798721528,0.000160735347656578
23/02/2000,0.000314745518405818,0.000649894577068934,0.000261406359096203,0.000289910806299169,0.000248145321760099,0.000137939394507551,0.000124465928019933,0.000316257589647013,0.000196832890823622,0.000601924524578024,0.000221671859433945,0.000335243968839498,0.000550197183986135,0.000127193058852506,0.000581562846132295,0.000241957196160489,0.000323944446027466,0.000439130942974031,0.000278136901408467,0.000666883641827582,0.00018044811754848,7.37047486952031e-05,0.000473117600127635,0.00018173161692754,0.000127750932902231,0.000403254830606847,9.12086988567098e-05,0.000207901290201704,0.000654363566479365,0.000143283665900302
24/02/2000,0.000201197252309997,0.000839987855403408,0.000906112313985077,0.000379476844042973,0.000402281051925579,0.000502852059828461,0.000214438287835982,0.000377157882360934,0.000382491062174908,0.000569384156042839,0.0004687046282017,0.000399790084156466,0.00037933811610193,0.000397243778638022,0.000317503813344033,0.000342252120944112,0.000577416438361151,0.000317952362747779,0.000470883235273521,0.00063006403893461,0.000166544272929298,0.000471364614622425,0.000391618528498616,0.000154968661666685,0.000450898351940235,0.00255524097702356,0.000388553466543443,0.000161325401988947,0.000270776134115925,8.83486720404965e-05
25/02/2000,0.000179485886262394,0.000694715588968351,0.000378556090658606,0.000518148544029252,0.000445248209571386,0.000164787695918843,0.000373677226073062,0.00025415586580241,0.000487853311605092,0.000316932372600018,0.000722627574632203,0.000580634754777039,0.000557980055404592,0.000146212336677886,0.000336437897972033,0.000274421406960567,0.00027753820401473,0.000413653948609101,0.000632052954514544,0.000523552519833236,0.000212145610281583,0.000438215331880065,0.000936093367842441,0.000200960859982719,0.000309719366389769,0.000477810660117043,0.000100349358668704,7.81926574995309e-05,0.000331066043374496,7.91739806329012e-05
28/02/2000,0.000314932672164703,0.000421967173079146,0.00101113252810038,0.000628984876668368,0.000302387767546817,0.000302328104514009,0.000295866076242379,0.000964137209125343,0.000577052975562137,0.000678773122443591,0.000602111193962606,0.000337503892468114,0.000701468202180649,0.000266910250117102,0.000428246354506503,0.000417411783005624,0.00047782647036895,0.000310306920331515,0.000770275203652739,0.000315376928018005,0.000305944392117454,0.00025471114713933,8.06302147000484e-05,0.000799909167086894,0.000258980896516648,0.000347679318793269,0.000373751061330969,8.92939949139977e-05,0.000852719202882024,0.000563534265812197
29/02/2000,0.000396287281854387,0.000318760402759761,0.000342699910950697,0.000227685547660093,0.000225558133653326,0.000236128993911104,0.000371528810251095,0.00023146851965163,0.000186700335913996,0.000291443562802195,0.000366610561743564,0.000469662474598829,0.00021199979867338,0.000515736616529552,0.00029328447990465,0.00049754430857593,0.000311620870391105,0.00024191875382874,0.000204596355722962,0.000331950619495634,0.000215588651457206,0.000201839214082384,0.0001330878849179,0.00066447569039962,0.000149841765878971,0.00015015496651206,0.000918409362876545,7.10592323721759e-05,0.000286808932127793,0.000226245385200681
01/03/2000,0.000223948650676278,0.000228065322814276,0.000503130165884713,0.000406821744048517,0.00196393171847756,0.000188871081754182,0.000480835785165686,0.000413879430169433,0.000136797438790897,0.000210785398855111,0.000501656298111378,0.00129314823986151,0.000448752876002328,0.000193022912860478,0.00044947867973587,0.000385481830320021,9.27573231549857e-05,0.0003951442841353,0.000373741902158955,0.000515537122668698,0.000269233027948098,0.000617684014872471,0.000376038151103465,0.000152043696323301,8.48489300499402e-05,0.000178938802443395,0.000207605961236458,0.000278040963093036,0.000554311523882967,0.000168762148483442
03/03/2000,0.000273895090173797,8.32542353015642e-05,0.000322947282865873,0.000254077146391033,0.000323903996740942,0.000177150525990442,0.000228752319180547,0.00012754423154461,0.000126598633399542,0.00025874464023846,0.00019478630404286,0.00114912435205831,0.000258389061801058,0.000177322474790087,0.000207118680079579,0.000539646831985242,0.000168402483682839,0.000174633228318651,0.000192890660898825,0.000695085733705163,0.00022861608122395,0.000241082135571251,0.0002674058666977,0.000174094448050255,0.000177619261672231,6.10281556621518e-05,0.000476385179417852,0.000242042482780295,0.000266994691052288,7.57290439846213e-05
06/03/2000,0.000341721239329417,0.000169411616248857,0.000316502341587528,0.000173901219339097,0.000168792008480667,0.000105766798071161,7.13361309041932e-05,0.000165404173781877,6.53975601322042e-05,0.000242386345371065,0.000159824551057657,0.000207949620813867,0.00045452814710808,0.000137946735785786,0.000289964936805039,0.000143073351845162,0.000222115065048781,0.000158900164932868,0.000116118414170135,0.000361717370331321,0.000285021034760783,0.000398329587330312,0.000547530184792853,0.000241993243728096,6.59339818483911e-05,0.00132395432398507,0.000100264147362143,0.000288434082358982,0.000163346542257647,1.65769042135807e-05
07/03/2000,0.000201346354046858,0.000135949885826421,0.000369089196720234,0.000894642359386513,0.000603029845215904,0.00205142067519105,0.000544348452905029,0.000279432788875022,0.000937248031700447,0.00019032321724048,0.000741464174525208,0.000978409095198344,0.00046300235768021,8.63139260652028e-05,0.000176090055182888,0.000208874304082521,0.000235869406598933,0.000534045861291765,0.000297375530331644,0.000682245095134841,0.000160475339356875,0.000270678471636437,0.000270026625117022,0.000244491761280402,0.000357801556359339,0.000489882875080217,0.000290844260341667,0.000102974023611404,0.00105061730278231,0.000263801727447521
09/03/2000,0.000618660722642937,0.000130772503573633,0.000512695043203903,0.000319140752920934,0.000673013024744433,0.000387520191467275,0.000650300731033421,0.000550282813311276,0.000710627455923392,0.000103055615237992,0.00020351117972736,0.000338453653220192,0.000328464991586805,0.000306066817713377,0.000327103915731722,0.000514031185469151,0.000304857276403742,0.000479943406488561,0.000325182917344975,0.000330132238980948,0.000588906139805946,0.000196083011907306,0.00044651604598381,0.000423787065143052,0.000386613473525942,0.000889902296208811,0.000128467832911571,0.000589862849269783,0.00100871160193954,3.87316675620086e-05
10/03/2000,0.000348756327440297,0.000244604397471027,0.000336027378628269,0.000314430465976085,0.000367060775789804,0.000872252007010582,0.000379968922451458,0.000290451336789671,0.00023326454654618,0.000152182850846282,0.000345293684462936,0.000348408593301751,0.000325773873392067,0.000204944505035327,8.87273960933386e-05,0.000636071052772252,0.000252784515894388,0.00031338856592754,0.000328513085695708,0.000590528240488367,0.000160387431515134,0.000489756070715528,0.00101212599044036,0.000216622837291911,0.000381666079216615,0.000243312440386137,0.000246994084819399,9.2966981490953e-05,0.000344438266405731,2.05924957011819e-05
14/03/2000,0.000116643809923227,0.000203030883990602,0.000504341349536487,0.000486598770757327,0.000340319801960354,0.000211753141264454,0.000358868495029322,0.000270642045433569,0.000311111140135325,0.000151252719701598,0.000208156885039961,0.000739077992951405,0.000362285977746616,0.00022761996784605,0.000269847555623633,0.000273997618595669,0.00013844476511572,0.000289952261903174,0.000264995840304018,0.00011051321074624,0.000195221363426175,0.000203886662590666,0.000360667132986877,0.000749992640847194,0.000167679071621107,0.000111493205947375,0.000713510658150905,0.000213175377969475,0.00010741567828851,0.00162871260052864
15/03/2000,0.000734448728686736,0.000665138168319655,0.00106006039491295,0.000262323028760702,0.00058792693487323,0.000339913258385747,0.000551021740576129,0.000868744494567841,0.00046009147610754,0.000664160558584431,0.000713204794888585,0.000223846978904126,0.000685641485893847,0.000244700410830858,0.000190553539073737,0.000622461973842157,0.000555603697027722,0.000828786714492454,0.000374883054121149,0.000774925171755762,0.00030726737418511,0.000216032462021342,0.00079986149162799,0.00245327246645057,0.000291519637404623,0.000637435674576411,0.000301500733389695,0.000774075242751829,0.000701633838490684,0.00106295495170267
16/03/2000,0.000751345744781372,0.000546775784262044,0.000770144349074395,0.000560499777518905,0.000537761330578037,0.000210232764065623,0.000128447282127571,0.000528262110308139,0.000767424441532636,0.000535686931356154,0.000288937468376747,0.000226913427326266,0.000592483455892771,0.000989924806782836,0.000404218142213536,0.00064921637063611,0.000339855008568304,0.00040141510000834,0.000601565355846695,0.000560890381981566,0.000195632163226573,0.000206776079455806,0.000504964579823994,0.000784851882875704,0.000371481518957386,0.000426101390552339,0.000207844334034987,0.000446667560201135,0.000451707312521965,0.000666009102037985
21/03/2000,0.000578264187080354,0.000714093141444377,0.000441136317987699,0.000255856637208082,0.000281211611904362,0.000452811034391679,0.000238080826864164,0.000369472148363752,0.000345949540595103,0.000507342226421722,0.000482481544381487,0.00111044510230221,0.000734628762863512,0.000208064867558995,0.000485154984118416,0.00028978717752569,0.00106573313294607,0.000290440685450438,0.000718776709126936,0.000500996493401564,0.000322103214558463,0.000190373041080459,0.00165492756400567,0.000266190510246106,0.00046056205914253,0.000177874277520789,0.000299070841816447,0.000724863781905911,0.000454235110748708,0.000799514337271949
22/03/2000,0.000221124761821945,0.000368824429037171,0.000276671550089278,0.000101236618889544,0.000252839942792648,0.000263255939410738,0.000140781229925867,0.00043206832130045,0.000203237314148724,0.000164904672134057,0.000378741640017823,0.000321814823928882,0.00028924829502721,7.05392955234047e-05,0.000396903775847165,0.000174707799752808,0.000229045272705286,0.000235418213283628,0.000165736651707632,0.000193393802487294,0.000321673659101783,0.000131286507021115,0.000369118659599579,0.000262969893740023,5.39463613198572e-05,5.87741442402155e-05,0.000241922982961083,0.00034874813888865,0.000313227319255623,0.000569790264368505
23/03/2000,0.000157856448448868,0.000522753366982774,0.000197654797558858,0.000201010761516223,0.000418667505723583,0.000217998108570524,0.000135668037296364,0.000273176984508523,0.000186376415956122,0.000220674872750005,0.000313612283860923,0.00079685470684483,0.000363089609617003,0.000169237080529691,0.00032764899119269,0.000450028503853976,0.000359013153790985,0.000271135578662111,0.00040671704856095,0.000259836250641977,0.000240839575196999,0.000176209955424985,0.000503857214528723,0.000307281285507404,0.000268010173431506,9.2161853264221e-05,0.000308146932808998,0.000270237962774808,0.000502481970697467,0.000343140520772792
24/03/2000,0.000247226263566229,0.00039518031492143,0.000376541442005256,0.000278101701134655,0.000408262351029684,0.00028418120955325,0.00045881190518317,0.000316655526698722,0.000236368744161157,0.000338190511282382,0.000173789432307363,0.000237368950224379,0.000501346278857125,0.000166886433288612,0.000157173652646026,0.000243623009764221,0.000246622543712545,0.000301805569464629,0.000341486190677836,0.000264027689994174,0.000206106960426162,0.000453772333010156,0.000941781507061372,0.000266266745805181,0.000318586664176975,0.000258861585023598,0.000463870577094582,0.000121950630452836,0.000509264588252039,0.000290915395344864
29/03/2000,0.000245143973952583,0.00022552904620657,0.00054340626995,0.000256383257154096,0.000206501168845169,0.00022924754617711,0.000128409503896388,0.000493683558601291,0.000243978592742494,9.16567529171667e-05,0.00045572517486344,0.000360451291876609,0.000377771287931102,0.000695788963457239,0.000354197915067761,0.000385948465087756,0.000279896198772996,0.000535558260814826,0.00027760592865896,0.000450997574983255,0.000202576963042045,0.000110623321329416,0.000679682420806576,0.000455270431663516,0.00021700270690529,0.000109095392880576,0.000387164009753698,0.000184756365101608,0.000528732432140757,0.000451622025583753
30/03/2000,0.000553202566201015,0.000343702546714147,0.000246564386406014,0.000137251154794359,0.000310790602614878,0.000360844205697173,0.000196406454462027,0.000468474574814783,0.000278044468865246,8.35270948877864e-05,0.000536626894447395,0.000306829126711297,0.000263225721459458,0.000741400123781341,0.000321463897625996,0.000265295732777543,0.000223059870379185,0.000340825346437668,0.000232715059467162,0.000740991077228254,0.00015561293734076,0.000521935095072208,0.000487193068045004,0.000255223381170969,0.000125848367956347,0.000351226460537775,0.000325069690215726,0.000379216788901768,0.000612782553751876,0.00188804419662214
31/03/2000,0.000437063456765339,0.000264485745368658,0.0002931607740101,0.000138379436626438,0.000465306673896923,0.000166921359854108,0.000115925668666889,0.000311252765394078,0.00033334946939989,0.000361026684397451,0.000152426822894095,0.000375885349685501,0.000383770079912119,0.000190940338303512,0.000214885780786612,0.000474298741060661,0.000181261836658418,0.000416241253982887,0.000136834373199211,9.84286889806848e-05,0.000175566504089039,0.000291697546842882,0.000943826976343171,0.000286289184393683,0.000199584163716625,0.000219428044161663,0.000178762556287521,0.000364735740649597,0.000275363147937528,6.55118718558617e-05
03/04/2000,0.000175816313313179,0.000486358395084461,0.000653338048060587,0.000261655357496556,0.000352733560699435,0.0003217942946963,0.000234816703618025,0.00032257056099811,0.000518661941307843,0.000571766835369051,0.000455432774810835,0.000218371604214315,0.000632851314202211,0.000319344059098686,0.000176568037378681,0.000325607856534945,0.000395427134828794,0.000400694075734606,0.000416916624501348,0.000910749662880863,0.000270786437859286,0.000385528314179896,0.000240037133139986,0.000341790566591333,5.69486396713907e-05,0.000395911140771095,0.000317115517891285,0.000204145157910763,0.000614264271705881,0.000368609297646797
04/04/2000,0.000912640296428382,0.000472986170636936,0.00220458737465244,0.000546897438259668,0.000863425796639344,0.000848965628896768,0.000424307734897813,0.000667671618247521,0.0010289028366521,0.000994598304770641,0.00104175358399518,0.000667712906427458,0.000960506051523198,0.000688170487176393,0.001357513479251,0.000566871503382127,0.00146452364828129,0.00097772982601282,0.000623177624718914,0.0018804151571517,0.00077299349416247,0.00160563538735352,0.0018119325392412,0.000795953778477358,0.000223486489608609,0.000153773428349218,0.000930456692868551,0.000262393098841737,0.000711204656281933,0.000962387539608642
11/04/2000,0.000384526415431735,0.000597046615077122,0.000589939251875142,0.000451536532574008,0.000205969850899088,0.000442990779933472,0.000233266858359817,0.000206381802985773,0.000383658864755493,0.000254179193223956,0.000313435358072774,0.000127627666855733,0.000455918367342869,0.000209641020956066,0.000121344320947215,0.000385296333483148,0.00021600931497761,0.000508381820013607,0.000353745622168268,0.000371083440471026,0.000214479586952159,0.000262411055911321,0.000576691598798891,0.000500084863373383,0.000266140367887951,0.000302065446631411,0.000147853129460084,0.000184883757504791,0.000319342931170277,9.92726769984853e-05
13/04/2000,0.00012069604101786,0.000409227005574965,0.000271479605130887,0.000331287977754366,0.000779228383169849,0.000297093303519449,0.000527195912248266,0.000911582236123573,0.000318450687472424,0.000411964081393763,0.000318946900208734,0.000226062479099693,0.000247417746732075,0.000319239717988048,0.000141960744549105,0.00026935482286557,0.000497153532890335,0.000301490174387671,0.000296476514359627,0.00036329714376302,0.00043989883351298,0.000668722114607389,0.00102980440702822,0.000217251455701975,0.000298263931460428,0.000148948867573334,0.000252104072270691,0.000280973409205423,0.000671887936355892,6.40200069810492e-05
14/04/2000,0.000798169960592687,0.000455714064433311,0.000840502369854909,0.000613304730948204,0.000264147223709801,0.000603792903619419,0.000345247797479937,0.00159037081951714,0.000734928107444327,0.0014714681184009,0.000850336789762025,0.000417971091702212,0.000488906978816643,9.32259146629903e-05,0.000566343759592595,0.00109486793019588,0.00150170899565402,0.000396236954001427,0.00131315151159425,0.000726053292308724,0.000659728978784192,0.00132778937820061,0.00107777569453474,0.000572975775426452,0.000290588868513824,0.000380572424613993,0.00051217617435009,0.000141312934867743,0.00047168890665135,0.000192944304067362
17/04/2000,0.000669826206161325,0.000829237932019878,0.00103209705377796,0.000199179251227103,0.000334212528835128,0.000837764544869439,0.000284954357067101,0.000692646287656111,0.000580874314359966,0.000550695040187843,0.00063372743463973,0.000614056692933976,0.000770840155704065,0.000520214062655581,0.000516310784450234,0.000570162219523382,0.000884558868501321,0.000395051974823974,0.000665621305610377,0.000555384111349233,0.000715650190463793,0.00141819015067777,0.00164898851696663,0.000435393315100438,0.000351574625403,0.000784216164767764,0.000594609238843332,0.000310335533142333,0.000741561299464208,0.000230749477560637
18/04/2000,0.000449290923290233,0.000271268534136634,0.00102861570593724,0.000321258207926415,0.000221561614183883,0.000170176398122471,0.000329417003237476,0.000726380167807187,0.000378062643499417,0.000244304408358396,0.000690331244819215,0.00106610202085365,0.000751677978068391,0.000177590100183975,0.000282071691194593,0.000302330983643038,0.000507543411273887,0.00031376142988708,0.000391828218756839,0.000524540541444408,0.000302376589289174,0.000484326772881775,0.0014571260974153,0.000852148503432256,0.000192777468292043,0.000396619070961899,0.000711356827918458,0.000290810921429058,0.000783047710825661,0.00057357014997432
24/04/2000,0.00028074837851501,0.000307079131691022,0.000795888620012258,0.000288564819847009,0.000254121483701039,0.000463297566994462,0.000221340178512772,0.00115203313796773,0.000358651333132567,0.000322160860542324,0.000501287132093779,0.000336262281097375,0.000411710535905894,7.40743850910091e-05,0.000258347141509399,0.00116067958903146,0.000353366565383188,0.000447009510727778,0.000580859265809826,0.000177510807978017,0.00083416391449228,0.000608556610829707,0.000898179457116024,0.000286390615661653,0.000327652600697872,0.000161708235808023,0.000306292491001961,8.59419046605501e-05,0.000622756224749754,0.000835799580079962
25/04/2000,0.000107562269585256,0.000248232130807286,0.000536558241598111,0.000126784503014063,0.000126559827520678,0.000558056195506838,0.000121849973046241,0.00033792415597269,0.000269348837232033,0.000400990911561146,0.000322705756753097,0.000385915858434318,0.000409011787950042,0.000207002541885388,0.000150373405803998,0.000360372837841997,0.000235342551286557,0.000318169390504146,0.000232450109554123,0.000197476833400272,0.000205139443791593,0.000654514195970956,0.000888452380612511,0.000407653361234948,0.0005123961970839,0.000562815007456556,0.000454239546076829,0.000122821953003373,0.000180788752765852,0.000762423797715771
26/04/2000,0.000178631218069217,7.45401501929173e-05,0.000292723515721496,0.000172564698959376,9.25862034711271e-05,0.000451410993839183,9.87862587293366e-05,0.000232833859699484,0.000194203999878395,0.000207493818032286,0.000262835116204247,0.000346084792288848,0.000154745386840082,0.000392620810726223,0.000231377333520202,0.000241182767435783,0.000182648441600961,0.000298959559329399,0.000235325327803451,0.000163644846798472,0.000131300563784758,0.000439118656505288,0.000661836547053237,0.000172049457160937,0.000211660523387812,0.000720948599556927,0.000120480314609716,4.90494526597536e-05,0.000167353171800711,0.000357275527112026
27/04/2000,0.000324203337593068,0.000228379901738513,0.000438239518648161,0.000121459004627127,0.000100917080623573,0.000302974576246232,0.000154757770212061,0.000246084378492216,0.000226812919961895,0.000322460981209852,0.000321160767337843,0.000236314004867791,0.000256621224424157,0.00023355729474908,0.000312716320651567,0.000320408959527055,0.00020761054998167,0.000184447190692423,0.000204379047182743,0.000706662408998861,0.000414192335670989,0.000337029672725938,0.000907196204455791,0.000196227191426453,0.00014185454989707,0.000155737125798731,0.00045593999112549,6.98061071388543e-05,0.000200129829463349,0.000424086745319329
28/04/2000,0.000108024156346144,0.000226535662733599,0.000247706885009729,9.58635241969239e-05,6.7739056454217e-05,0.000110547043079452,7.76058449502245e-05,0.000229199422984202,0.000375444329002999,0.000219750192319841,0.000130600561763061,0.000385429756068001,0.000168486097754338,0.000133366185404243,0.000227804034563631,0.000155482480093185,0.000117685746661659,0.000142785691428021,0.000161622646116971,0.000172674314611345,0.000255441713005237,0.00018300204773025,0.000368243736200277,0.00042611484704975,0.000215744852275,4.23566250349225e-05,0.000197828937394964,6.92469588413666e-05,0.000126106048126237,0.000761373182531972
01/05/2000,0.000294537623007888,0.000259691330116306,0.000461439768813957,0.000141371651023046,0.000100696105563803,0.000203503044891102,0.000152820776688119,0.00024802605314903,0.000142762636108554,0.000495762684078457,9.69807756199177e-05,0.000564123821091005,0.000533535219934955,0.000344128917642673,0.000177156218510089,0.000318315715309347,0.000145247258719532,0.000156294522774225,0.000250452009665582,0.000211237199926751,0.000490449483529679,0.000166417446175691,0.000474131298115736,0.000631119879367239,0.000235569100201091,0.000103016829637604,0.000481554932287246,4.65507064548561e-05,0.0006730132027801,0.000445436288667941
02/05/2000,0.000153579795093091,0.000148870416537141,0.000256607598320109,0.000162848569501792,0.000176596783552824,0.000216539883917607,0.000154827189292962,0.000330030317789951,0.000244374585246232,0.000350938870927902,0.0002269251558197,0.000453846867558887,0.000246804543919322,0.000149684467655679,0.000614617757166325,0.00026783196062122,0.000157692886965893,0.000246413674160091,9.28145494405095e-05,0.000250485177904117,0.000438473365756493,0.000177107700537375,0.000272654276384279,0.000166283935945333,0.000200934580681279,0.000110322112890256,0.000458274310813144,0.00018720447800524,0.000227285255210373,0.000128787916367227
