dts,rets_d_1,rets_d_2,rets_d_3,rets_d_4,rets_d_5,rets_d_6,rets_d_7,rets_d_8,rets_d_9,rets_d_10,rets_d_11,rets_d_12,rets_d_13,rets_d_14,rets_d_15,rets_d_16,rets_d_17,rets_d_18,rets_d_19,rets_d_20,rets_d_21,rets_d_22,rets_d_23,rets_d_24,rets_d_25,rets_d_26,rets_d_27,rets_d_28,rets_d_29,rets_d_30
31/01/2000,0.0267574687474245,0.0223833902789778,1.95627371041519e-05,0.0568971774819735,0.030129005413192,0.0118177081460586,0.0206511935525707,0.00231133528642727,0.0272840376418972,0.0396960566210093,0.00333515022036955,0.0337256255914562,0.0415320976818101,-0.00834768461454845,0.00869396232604563,-0.00172104956999739,0.000429802571045059,0.0388917224257567,0.0458164606484013,-0.0217323829269221,0.0745840555622206,0.0061710950149448,0.0609451245599099,0.0109144399865436,-0.0109119392853802,0.0279484216623513,0.0749134450090495,-0.0208755622187284,0.00418110442187014,-0.00398893936453233
01/02/2000,-0.00387924960328151,0.00613415491629067,0.0486130830650199,-0.00151002098641734,-0.00447132739822497,-0.0118670483682695,-0.0110232547533645,0.0720772167734089,-0.00726200373235513,-0.00382852195685292,0.000952715757182875,0.0253409131991077,0.00780381210601327,0.0173681991889421,2.37505210195716e-05,-0.0286673228960404,0.0101981587279075,-0.00593185744111752,0.0235945360184,0.00870655347987037,0.0394950319267994,-0.021553433367445,-0.00472045475312117,0.024373992184298,0.00306638377180991,0.00346064957968814,0.0216153356989355,0.0282692431779834,0.0314646043099828,-0.00707974859011676
02/02/2000,-0.0105998232172745,2.7367160752894e-05,0.00412797540078525,0.0170919390629423,0.0246644631789638,-0.00569357662812857,-1.82041120926936e-05,-0.00712430730430422,-0.00246055749962299,0.0143919149583909,-0.00761157183107133,0.0466017901961799,-0.0219413011419317,0.00864206174291763,0.0442873344144608,-0.0329977173723133,-0.0161250065336265,0.0171012242859224,-0.0105118672729853,-0.0143386469842203,-0.0257498234819744,0.0182420563671224,0.00131861951332342,0.0425096567291816,0.000105055725912778,-0.00271485560145316,0.00856272531712452,-0.0160560384201903,0.0214134846668839,0.0254847290482578
03/02/2000,0.0106432793582082,0.0214077163394326,-0.0348345352930578,-0.0112465265591538,0.0123565470905481,-0.0151595695846464,-0.0202312377175319,-0.00202116944364048,0.000807136156167185,-0.0306337908640532,-0.0133145741051917,-0.0142347533150114,-0.00323301470119611,0.00145644157433276,-0.014733979436553,-0.00880848430738655,0.0177695343738306,-0.0112643287660011,-0.0141256806154422,-0.0161113597251397,-0.0191714112828525,0.0188111661184973,-0.0385403284267174,-0.0146440592404115,-0.0111150689542702,-0.0125628879185764,-0.0195901291392778,-0.00575580907759731,1.76485134537312e-05,5.657629852392e-05
04/02/2000,0.00481279334292782,-0.0258468001119318,-0.0206163551684514,-0.02126798039157,0.0122591515879089,-0.0233561062409482,-0.017334953835575,-0.00307447139460293,-0.0172983452374019,-0.0284762718182909,0.0168387613502578,0.00357764202611496,-0.0209744658257948,-1.67742983262034e-05,-0.00326372753057114,-0.024781115025927,-0.00393821182320978,0.0109077006426219,-0.00383798049203972,-0.00295213601479346,0.0053628878865208,-0.0165350623337308,-0.0328083284701326,-0.0132336505131091,0.0170969438818506,0.00186432988413794,-0.0171453363956786,-0.000738479713503068,0.0118853279096042,0.0143241769226157
07/02/2000,-0.0338964842930487,-0.0169670793081387,-0.0233715489562707,0.014834525922663,0.0309941103685023,-0.000662047938115334,-0.00151901845839556,-0.0239256238582191,0.0192649097214394,0.01523276905055,0.00880539904110476,0.0104570634730357,0.00329725120974331,0.00556646018607375,0.0065873382799162,-0.0125504640741544,-0.0346641455962493,-0.025642531878686,0.00807669407213768,-0.0136221365703292,0.0206787045610607,-0.00763505819021312,0.0270739940149695,-0.0217046529525753,-0.00622293826099938,-0.00648899990710956,0.0135014125179448,0.00250166159277881,-0.00927097066466187,-0.00207985181817539
08/02/2000,0.00297094782766955,0.00518038186374948,0.0428166755106041,-0.0179706923075187,-0.012156571317769,0.0337743720910927,-0.00380465977394636,0.014450177040948,-0.000823372959007519,0.0402170471838817,0.00980697157571987,-0.0107458990957556,0.0210134094404723,-0.00140281268584582,0.0216965066819753,0.0103035103902365,0.00274843418997389,0.00181888982781335,-0.00496588607893612,-0.0351345899836593,0.0316471368203282,0.0132589470371104,0.0456872221360537,-0.00586177581861421,-0.0206215139729822,-0.00744616064752959,-0.0208665238344121,0.0136410313481282,0.0394898622307303,0.022037723017885
09/02/2000,-0.0375756688779041,-0.0169376782427853,-0.0340224713144155,-0.0154853863524338,-0.0499168468749282,-0.00264997716548531,-0.0138933241378193,-0.0363133332349627,-0.0378010229953288,-0.0120997990888745,0.0185993090823066,0.0186476042864519,-0.0114525157468641,-0.0157358188201305,0.0100141662993164,-0.0362849272474892,-0.0253533036119079,0.0424333896112587,-0.0434962595568659,-0.0204163566353367,-0.0167250426784868,-0.00851464608771729,-0.022714366439507,-0.0434659301324143,-0.00152718464788669,-0.010335161038136,-0.0214349881778725,0.0108598598473542,-0.0395030760148359,-0.0362945207520589
10/02/2000,0.0100573900658063,-0.0274697966872478,-0.00546472015803983,-0.00742716145042059,0.00956188337472282,-0.0229053997140994,-0.0119731597657795,0.00742917130963438,-0.0198297451690411,-0.0108336557907507,-1.21718372594936e-05,0.0536152395094299,-0.0133911499318831,-0.00749230041353568,0.0117076049918224,-0.00355198702861852,1.45766053386738e-05,-0.0194118109841962,-0.00972998071931856,0.00331911220323965,-0.0242551552215018,0.00896455537301432,-0.00508032783117717,0.0255762866306172,-0.030973887200317,-0.00969118778356067,-0.0114723049031412,-0.0369035731450835,-0.00816318037876174,-0.00666382593872732
11/02/2000,-0.00905173640161164,-0.0121271147662027,-0.0219981128789526,-0.0116512106530653,0.00411746525508062,0.0168584414918601,-0.00333442954044906,0.00837346864963912,-0.0289513047726197,0.0122897877695116,-0.0113073231970024,0.0383584032540899,-0.00486827337637225,-0.0104912044574219,0.0300998784846109,-0.00352106360720128,-0.00562812949511231,-0.00886508521431831,-0.0057272704806768,-0.0188063406470306,-0.0413892740880778,-0.0240406461090223,-0.0237819845842452,0.0149013601584427,-0.00683957313123376,-0.0294855071664596,-0.00511026409396763,-0.0299224543177821,0.00531265407805539,-0.034105846951696
