dts,pvar2_1,pvar2_2,pvar2_3,pvar2_4,pvar2_5,pvar2_6,pvar2_7,pvar2_8,pvar2_9,pvar2_10,pvar2_11,pvar2_12,pvar2_13,pvar2_14,pvar2_15,pvar2_16,pvar2_17,pvar2_18,pvar2_19,pvar2_20,pvar2_21,pvar2_22,pvar2_23,pvar2_24,pvar2_25,pvar2_26,pvar2_27,pvar2_28,pvar2_29,pvar2_30
15/02/2000,6.98175248197222e-05,8.02146978693268e-05,7.36737387749773e-05,8.03802024083162e-05,0.000121943252683834,4.52581626638615e-05,3.39927041404224e-05,4.3961292700836e-05,4.88624647894493e-05,7.53794017384681e-05,0.000130762971499676,8.53345085336444e-05,9.12796538675765e-05,9.10673552854664e-06,8.75960046972562e-05,0.000105561232052211,3.93173681346885e-05,7.63051891407342e-05,3.53646383072788e-05,9.82157676229581e-05,7.70856739523152e-05,6.01467464338341e-05,2.7934057907679e-05,0.00015584436622836,1.61160124407577e-05,3.58970851741555e-05,4.59129562103433e-05,4.42609549147378e-06,7.65968443953329e-05,4.81016669627953e-05
18/02/2000,6.76548315543025e-05,4.79094681448816e-05,0.00012651790081321,8.37348257890229e-05,0.000134558375278975,6.0713438251231e-05,8.63677841191873e-05,0.000169803616053826,0.000138122066342891,4.20955889699194e-05,0.000134644372067431,9.12005196450814e-05,0.000141450577434865,1.90589531091237e-05,6.98943237825283e-05,0.000107664991828104,0.000196169413488691,0.000132636651166013,0.000385625316029892,5.71246694028046e-05,7.41664377151605e-05,3.79754861205193e-05,7.4971119281394e-05,0.000281021317130543,5.65824903746482e-05,3.21192235735379e-05,6.5413671610626e-05,3.9838440743256e-05,0.000124590380733525,1.70463373142227e-05
22/02/2000,0.00016471140096541,0.000130439595913292,0.00017753106744617,0.000125854382262049,7.29519039380719e-05,8.83057669661632e-05,3.5682497845865e-05,0.000160579329624664,8.266640169952e-05,0.000117691179194995,0.000249318778265999,8.58718896172818e-05,0.000155380673270714,3.44346269439514e-05,0.000138008897279759,0.000152531720481561,0.000153207883891657,0.000117130223655909,9.28723549615971e-05,0.00010701146334661,6.27717030216692e-05,6.79652962926955e-05,2.57348779500524e-05,0.000113164004451562,4.64405911474079e-05,8.84655069940277e-06,5.13391722421698e-05,1.23189163507467e-05,0.000148682240902125,1.22371219142298e-05
23/02/2000,8.7781689399032e-05,0.000187008908453072,0.000101881410057893,7.74306521274625e-05,7.12309263779444e-05,7.45853804512205e-05,6.88949387457775e-05,0.000134275335217227,9.26712193160082e-05,0.000166537932073382,9.29589192464312e-05,4.30989925048737e-05,0.000181183416362415,3.24679957256302e-05,0.0001571913133637,8.18634488003137e-05,0.000118207935146459,0.000129383800441884,9.71667606740215e-05,0.000162417912438003,0.000116621976709289,3.1426753827e-05,4.98438276174708e-05,7.86458122893126e-05,1.76487610155801e-05,5.65580785140074e-05,3.5695222976349e-05,5.44148726272899e-05,0.000239130880905282,1.21692684393583e-06
24/02/2000,7.34717940749843e-05,0.000298623154830424,0.00019935858053304,0.000129537550220529,0.000277755048427673,0.000201697949525879,0.000133981205061133,0.000284306005382787,0.000188812442884962,0.000248870534469974,0.00021910463493344,0.000121732410688117,0.000210213065157957,0.000142972285912482,0.000229408153191309,0.000204480168756327,0.000307542441362856,0.000131343860690294,0.000226239520314379,0.000160151480190243,6.49023188825107e-05,6.64294869879562e-05,4.1283865140469e-05,0.000131984697168929,0.000285681978238174,7.18086825198817e-05,0.000129175738539185,1.16791899584424e-05,0.000206830370592559,3.15283385737913e-05
25/02/2000,0.000139836151775714,0.000343704240372324,9.55839067595579e-05,0.000179505981715303,0.00021061745941322,0.000123383145115523,0.000202881906220023,0.000101614757939936,0.000121888992266482,0.000124290248587697,0.00028792927175778,0.000108346299054041,0.00020875070000169,9.40422474910007e-05,0.000130797885658698,0.000233664276972219,0.000184440435865985,8.93334274300162e-05,0.000355498619304948,0.000235467177796668,8.7746685283025e-05,0.000189544892340561,6.95612131504203e-05,0.000124308192311195,7.62762528264162e-05,0.00027466895963491,7.42997802550473e-05,1.38865869705954e-05,0.000130916800377796,7.62951428213061e-06
28/02/2000,9.14443128317337e-05,0.000118083758855829,0.00023529724452461,0.000159517485967514,5.10864235095368e-05,9.77948203508756e-05,6.16503070333289e-05,0.000232464446584133,0.000154063393132219,0.00014095856962194,0.000156762678583102,0.000127750445426372,0.000182626225299451,4.93910258616019e-05,0.000110747128985722,0.000139459531401879,9.40030935420299e-05,0.000131053481964458,0.00021714338227344,0.000102246578688646,7.89819332908085e-05,6.97583275545218e-05,1.46282090797489e-05,0.000106307930438988,7.34199705026175e-05,5.68122117650849e-05,8.96303893634565e-05,1.5908610752453e-05,0.00013717130540068,2.18651567780708e-05
29/02/2000,6.83395632180159e-05,3.918206759878e-05,5.35842967882845e-05,6.34971730932944e-05,4.56649400016412e-05,6.78271791602771e-05,0.000120316117873608,4.05824496960731e-05,0.00010911742096777,6.56522945013799e-05,7.68922125401211e-05,4.81927065693871e-05,0.00013058667584714,2.32802786429351e-05,8.55378365802397e-05,9.86776825299132e-05,5.85965726507982e-05,0.000134970953429672,5.34730937161329e-05,9.42641318176024e-05,8.27517223602665e-05,0.000118487944922289,1.86932422160671e-05,9.41410731000935e-05,5.30262609293841e-05,3.13608874476693e-05,0.000143351165784623,0,0.000102716193793284,3.34878216587771e-06
01/03/2000,7.96006246558119e-05,0.000124472904734562,0.000120077647307447,0.000253536539280411,0.000166029847006999,6.97371525490673e-05,0.000112461136625867,0.000236723078658733,7.15445617771775e-05,9.13961947397375e-05,0.000110465455334672,0.00017912730881809,9.13787899051404e-05,4.06686826336382e-05,0.000134173686202108,0.000133313468285919,6.39639108583848e-05,9.53513478767688e-05,0.000127213327588612,0.000115540754456231,0.000133005032362699,0.000142855130874562,9.63479134713274e-05,8.70747867119743e-05,4.22777581140167e-05,2.79366744537792e-05,6.86356406483338e-05,6.8390772960371e-05,0.000151882764366073,2.63502926304404e-05
03/03/2000,7.22480306061897e-05,9.81845390522074e-05,6.75186214496375e-05,9.41059351313319e-05,4.56236556411468e-05,9.19279624423321e-05,8.43984641683089e-05,9.9392968930229e-05,0.000116510957985911,9.85793721165127e-05,8.23136552271696e-05,0.00021043874767887,0.000119943274165594,1.90381700648985e-05,4.91182032295864e-05,0.000153627243607428,3.71790497934915e-05,9.56236680200557e-05,0.000107272061655479,0.000127667197493806,0.000102630594150572,7.20983075419897e-05,4.6229238051646e-05,9.73653405810874e-05,5.35137929887987e-05,1.79519733816267e-05,7.43685759629212e-05,1.25655221219079e-05,4.2403801472492e-05,1.40403019003174e-05
06/03/2000,1.9724438415135e-05,2.58529017574492e-05,0.000187944049652143,7.40740603259988e-05,2.61514494497697e-05,6.0688786847765e-05,4.43663470627291e-05,6.10498470308797e-05,4.04293006006601e-05,7.02347441430666e-05,5.35871956336468e-05,0.000141301303369175,0.000153386431143761,1.95242037920307e-05,6.32409501763031e-05,6.4988320887049e-05,7.11250314010484e-05,9.45582660647826e-05,6.23321869470052e-05,0.00019917459017591,5.6903905106944e-05,0.000217748994532189,6.22840609988567e-05,0.000116428507145908,3.50171332893352e-05,5.93748800797092e-05,3.10639649656399e-05,3.04183227264567e-05,0.000192601799320153,2.40668404015592e-05
07/03/2000,0.000110068087561915,8.0913701670405e-05,0.000160253303528964,0.000132861022861688,0.000290474081118214,0.000214643008536742,0.000231032271830984,0.00022255025946191,0.000260600117519963,8.40552644475384e-05,0.000268084553155715,0.000139280917509219,0.000332668582751732,5.3839093133864e-05,0.000102546313693386,0.000164064637116586,0.000186517080214925,0.000185965219446193,0.000125501715958473,0.000191880584906547,8.28411469228629e-05,0.000194956154000199,2.772052084907e-05,9.76017680985794e-05,0.000111876653618888,0.000123015268381889,0.000113779011320118,7.53315403953112e-05,0.000422050978891658,3.37426142459607e-05
09/03/2000,0.000121757089471469,4.94064128540165e-05,0.000190253117640915,9.10923905474763e-05,3.08943472495719e-05,9.11690131074489e-05,0.000146758922002895,0.000164771509747262,0.000113714522893526,4.34851588086512e-05,6.32628436808672e-05,8.81930739002618e-05,0.000178161551832451,0.000127781372944204,8.31746870890983e-05,0.000106774772940084,7.85738208577645e-05,0.000114834197520951,7.24922487048214e-05,9.70458520393521e-05,9.65062294703286e-05,3.86779044148918e-05,1.95559977283696e-05,0.00015545314103322,9.47997201756091e-05,2.84424052924402e-05,6.33520994152084e-05,3.04183401959658e-05,0.000170986603848866,1.68832709600311e-05
10/03/2000,0.000101694524482203,0.000100486946412389,0.000119929147121268,0.000141606511600876,9.03578800342201e-05,0.000433515740046371,0.000216349326113132,0.000117338788145705,0.000136974783621472,6.20290128287326e-05,0.000114467641707978,9.75949812280823e-05,0.00020044765601103,1.05929795469861e-05,4.4565140606336e-05,0.000131414229340712,9.22841680932848e-05,0.000195909197277595,9.59282447714281e-05,0.000131843999464526,5.12982576774544e-05,0.000163681186540666,0.000196888525897787,0.000110387727828199,0.000104868960029457,1.58419828745856e-05,0.000128535418147046,1.37020410621314e-05,0.000122034188045988,9.46587836210687e-06
14/03/2000,3.81218705537633e-05,8.65624297516959e-05,0.000146368473312455,0.000128875265553801,4.25141710863498e-05,0.000100654604269366,4.15050827355185e-05,0.00012594257525398,8.69125756916105e-05,5.86600131325422e-05,0.000107489698394487,0.000299576462908329,0.000115429225183506,8.28132340669278e-05,7.34589240290464e-05,0.000185057101081338,6.64182689520864e-05,0.000137217087604433,9.22156993270289e-05,9.86498981850243e-05,0.000119621836026511,4.05320685183198e-05,0.000189351056967802,0.000216415569158991,6.29198221222918e-05,2.90302576449875e-05,0.000125881055641127,6.53235760466379e-06,6.59534750072233e-05,4.45092944325332e-05
15/03/2000,0.000136021412017223,0.000111940764148578,0.000182725143936693,0.000113605693665151,5.05481453449621e-05,0.000123013689247211,8.13504413256509e-05,0.000272182704711618,6.57566378294408e-05,0.000170196559627708,0.0002137477598488,7.25490566243942e-05,0.000129152555598153,5.87310482781155e-05,7.96565084463526e-05,0.000214600326868674,0.000122920899276293,0.000146091291741647,9.71839518962568e-05,0.000169636814984142,6.40521586613463e-05,7.44107354089898e-05,0.000106217577740097,0.00022085893598936,6.88517775811625e-05,1.29009161882286e-05,0.000119275225986469,1.14130984107332e-05,0.000148493807058011,7.81688568462223e-05
16/03/2000,0.000146208903275676,8.05275481168297e-05,0.000159843831253224,0.000148318940551321,0.000110768928691131,5.79770246808599e-05,3.72857577506162e-05,0.000148539282995643,0.000139508129813813,6.20549376522417e-05,0.000116169865578742,5.11554789668032e-05,0.00015690895909514,0.000111536770255611,7.3715663472925e-05,0.000174231357715267,0.000119135533134766,4.58295151426162e-05,0.000172839782422296,0.000148109352189753,6.91960150274632e-05,7.82026534325252e-05,8.86876100618811e-05,0.000176709772769969,6.97250088548208e-05,7.33700011739766e-05,4.0267373431305e-05,1.98984961888518e-05,5.1784918553656e-05,5.68543572326739e-05
21/03/2000,6.3538201355004e-05,0.000149628687708133,0.000126541681668656,5.68962528576253e-05,4.58048541207172e-05,9.59059050829959e-05,4.08301250033668e-05,0.0001398236423804,6.90640068467856e-05,8.39776381248446e-05,6.19455612359179e-05,0.000380415854541334,0.000110605651454136,3.58155865615804e-05,0.000104763153050859,9.17603855684263e-05,0.000113272481073318,0.000154317146623376,0.000238379289991216,0.00019681536246654,9.97036389667676e-05,6.33319239909218e-05,0.000474879856704204,5.36382774862258e-05,6.72286429978458e-05,1.47916299130934e-05,0.00010602569480741,1.01038959702835e-05,0.000124533975721533,5.06242858174809e-05
22/03/2000,8.80460778820402e-05,7.65004754845381e-05,0.00020115715139042,6.0899791690026e-05,5.73777484863431e-05,0.000113095258324138,3.37709879928768e-05,7.23521829908617e-05,5.19494277824181e-05,5.91837757376919e-05,0.00017335645547779,7.10204279308824e-05,8.13527602329707e-05,2.52605057233239e-05,0.000109495027523942,7.18463755629277e-05,0.000108250809460786,0.000109195288545616,6.80670996993813e-05,0.000113748079897011,8.52772548517089e-05,3.6270453548811e-05,3.5566355355482e-05,7.04975103618444e-05,6.2846574178427e-05,1.41129372449671e-05,6.66343435454968e-05,1.88295366630305e-05,8.78222163758163e-05,0.000239345478533685
23/03/2000,4.25757456743422e-05,9.71897515754995e-05,6.8230217422758e-05,3.85847090581888e-05,4.82512250464696e-05,7.17340374246918e-05,4.69440966188436e-05,7.58205238477953e-05,8.34718138511026e-05,7.96007231476485e-05,8.32938368899714e-05,0.000106732960832363,7.22104057987223e-05,1.09578163630413e-05,6.86682537512663e-05,0.000132063080906304,6.28512727505265e-05,8.86738743302945e-05,7.51778483395276e-05,0.000112751586653658,7.11194198309812e-05,7.77156432135073e-05,0.000144741680976722,8.05764519405885e-05,7.47145560305365e-05,1.84588859725616e-05,5.91925475907039e-05,3.43116000825174e-05,9.62333818061789e-05,3.93588754814518e-05
24/03/2000,0.00016748068365579,9.62633817259824e-05,0.000101593884489626,7.97442615019285e-05,4.7152749316959e-05,8.93548696075031e-05,8.92180825519808e-05,8.76055339140109e-05,0.000105250241653756,7.71656660282246e-05,8.04795370516426e-05,3.25137604897956e-05,0.000162166366788279,2.15348603244339e-05,4.07039602819031e-05,7.61036731042153e-05,6.81985760949517e-05,0.000180691132039987,6.35895543135852e-05,8.4542986317953e-05,5.62159349943796e-05,9.55641217586631e-05,0.000319841025621169,4.69271603420587e-05,6.91247718597662e-05,6.05344791336167e-05,0.000103541669446387,4.46607204198353e-06,0.000108223119067624,2.76845535088865e-05
29/03/2000,6.41124421070349e-05,3.66265689014815e-05,9.39122689967018e-05,5.15363538035919e-05,8.41707568466513e-05,7.63244427069918e-05,3.0281161893938e-05,0.000111731425168321,8.2731668851957e-05,4.63440602296881e-05,7.05432313073541e-05,0.000213892652524165,0.000137451771905603,3.55435978627285e-05,0.000108302454935441,7.59715970848473e-05,6.30153459244233e-05,0.000137159985214958,9.21710467155775e-05,9.51913947311694e-05,7.6135723548294e-05,0.00011081681600973,0.000131478864140901,7.91169772170244e-05,7.76801479372333e-05,1.34710331062761e-05,7.39812312873942e-05,4.06923224947129e-05,8.72415002399388e-05,1.88369861350788e-05
30/03/2000,0.000171832375496026,9.75870346047237e-05,7.69294510915492e-05,0.000111984795827718,8.26366709795244e-05,0.000149431324006924,8.1348829707663e-05,0.000166402599226773,6.9247826000702e-05,5.34367881439364e-05,0.000154312234316685,4.07650221179568e-05,0.000129933597860771,3.52290923266006e-05,5.88872661656169e-05,5.22261426063306e-05,0.000116953161088545,7.67223581586706e-05,0.000120600838107615,0.000159071228394716,5.54361090732191e-05,0.000141031158045184,0.000240378567145134,7.98965346062884e-05,3.89289780884992e-05,9.00838830450374e-05,0.000184630293588061,2.47000108143943e-05,7.6980931446544e-05,0.000372409679072707
31/03/2000,0.000117336529981709,6.61716681670273e-05,8.25516672176217e-05,7.31882658790112e-05,4.88161664426371e-05,0.000134514430485585,4.30350284858077e-05,0.000141061175883837,8.84342316728325e-05,7.91855643992243e-05,7.24707466176676e-05,7.54511383191034e-05,0.000108681353507171,7.46513814952112e-05,6.69573488699398e-05,0.000102612210312583,8.86544198308305e-05,0.000124942579239128,4.58027172131212e-05,4.80301969966894e-05,0.000105306798700053,0.00016174505096184,0.000252803075338017,5.33292452994062e-05,2.3921524964123e-05,1.51539196783524e-05,0.000106757426548722,2.5548495215535e-05,0.000133098335925309,3.1121414654087e-05
03/04/2000,5.6898692710239e-05,0.000109618301522814,0.000115658999931916,4.06865287110816e-05,5.01401639703882e-05,8.29863100950905e-05,6.27204976409504e-05,7.17726134804733e-05,7.74687881373523e-05,4.70894992615195e-05,8.81124655267256e-05,3.78118894160617e-05,0.000245037623421316,1.20010081369274e-05,7.71536983044053e-05,0.000112366215313115,4.79577606002885e-05,0.0001018238772583,9.3014633729532e-05,0.00017963498057228,7.8233950337483e-05,7.91753238522914e-05,9.5232556596122e-05,7.62775849406963e-05,4.13398618125828e-05,4.93724712012445e-05,0.000115554634686958,8.13824811021445e-06,7.1788433871556e-05,9.57436513534235e-05
04/04/2000,0.000241162706873293,0.000218939297915463,0.000576109992518183,0.000102572673706972,0.000258862277493696,0.000282324580038122,0.000107306450155825,0.000422239602259984,0.000260711560518255,0.000381134429479167,0.000462154973756141,0.000292708316535618,0.000390178707827595,0.000165316672566184,0.000232248363600444,0.000133235703988626,0.000321189885335808,0.000239454483164306,0.000335395543571243,0.000369518200894822,0.000178509649708904,0.000650112412317761,0.000823133269999448,0.000266118341543656,8.0633037444099e-05,4.30308900266202e-05,0.000476550649388305,4.4620924732207e-05,0.000226525974969035,0.000150495458865449
11/04/2000,4.88494916589808e-05,0.000166718749690192,0.000120954248347303,8.23357020191261e-05,3.51450496251046e-05,0.000141604709421461,2.6945060433672e-05,4.3577321784305e-05,6.74614090369177e-05,0.00010337226825336,6.65335954084612e-05,2.67597819903226e-05,0.000122754011149683,2.74647935818601e-05,4.62723123193513e-05,8.40821409958963e-05,6.17407003306258e-05,9.18498085053564e-05,0.000101099687493625,5.53263998639838e-05,5.34609267251743e-05,0.000125630605630633,0.000155344601945283,9.59413508412893e-05,7.50441414186766e-05,4.27682581091947e-05,6.26061544525283e-05,5.75190691355336e-05,8.95220896279728e-05,2.11092300178257e-05
13/04/2000,3.68806138606306e-05,0.000138197066394153,0.000189418029096403,0.000112981989459411,0.000335496383282345,0.00011292967402981,0.000175257664865523,0.00047651680743586,9.4883552132389e-05,8.66670998988985e-05,0.000104135595447606,5.85338075267077e-05,0.000102755560186939,2.90327583739413e-05,0.000119617884977465,0.000206522838812974,0.000297371351480524,9.88946425875864e-05,0.000139922968357833,0.000157133002933622,0.00015283496755879,0.000194400662006417,0.000380794698412229,9.00800412156706e-05,7.17538582832458e-05,2.8440086027781e-05,6.67682139783846e-05,1.43517937630878e-05,0.000298098970405641,3.96707521182916e-06
14/04/2000,0.000141520650796746,0.000245923295045414,0.000478053684882417,0.000223381767015869,8.17436279590674e-05,0.000347965937261369,0.000183317462364765,0.000409003264411915,0.000258217542030926,0.000198092299817072,0.000135160559392331,0.000139639251934058,0.000228206894299203,4.14634256972351e-05,0.000165632485302486,0.000384056233687735,0.000247605108157578,0.000254953410920463,0.000706333533657068,0.000450946865758471,0.000300793890376771,0.000487636874494049,0.000740604230901332,0.000142054940291866,0.000109107073403376,0.000136940326384509,0.000295791920574828,2.2403258958176e-05,0.000272279225705527,0.000117190331911888
17/04/2000,7.82887332551848e-05,0.000316994085358928,0.000480958003416444,0.000106951356713994,7.99862680344026e-05,9.01609007712428e-05,5.65919849658724e-05,0.000217175010335711,0.00030858424467694,0.000170433615420418,0.000188320130868134,0.000164374140109763,0.000112213925302728,6.51035648265786e-05,0.000134861944584922,0.000192785995128743,0.000212162209635538,0.000143768893564001,0.000198268408135775,0.000270764121107592,9.43973077495181e-05,0.000289189853134831,0.00033032657533154,0.000138010877723702,0.000115698784615543,0.000120855189818045,0.000279685844294311,1.45548677983253e-05,0.000169478116603356,4.46122328025099e-05
18/04/2000,4.67714998934232e-05,3.48042499941074e-05,0.000381765254396187,8.82588095143987e-05,4.5927145192055e-05,6.96950251530857e-05,5.71210644251885e-05,0.000147366428818368,7.84605580551315e-05,0.000116466894537582,0.000289927604293042,0.000254760819537216,0.000140358942707109,5.75772003789741e-05,8.81143892769647e-05,0.000168329216591674,8.60921171312964e-05,9.77593940686359e-05,8.32725868043917e-05,0.000227796223232369,7.85847581778402e-05,0.000135304530866843,0.000290518173990503,0.000148035298270574,5.50455827022239e-05,5.13585963782729e-05,9.36810693791243e-05,8.67465773145438e-06,0.000245987958646128,4.78074247297504e-05
24/04/2000,4.39070343076404e-05,8.31648849594429e-05,0.000179099169396122,7.71755208524472e-05,3.84080412939087e-05,0.000109470019843333,5.73087422648189e-05,0.000351855004650618,8.04900495275269e-05,8.04538978383703e-05,0.000133507156571739,7.72310071735783e-05,7.92608854484466e-05,1.79726006454736e-05,0.000143439990939425,8.1784134930572e-05,8.18271787817413e-05,0.000110555261144653,0.000139916020042271,5.69088261909773e-05,0.000153464354740245,0.000150201092542278,0.000311989445445808,7.8875591310529e-05,6.64801919491141e-05,2.68012761880641e-05,9.6688493236542e-05,2.69298578359176e-05,0.000112910533352462,0.000139903990038316
25/04/2000,2.71117710833801e-05,5.44502505852435e-05,7.89171964537705e-05,3.28339979538115e-05,3.93363611600457e-05,0.000229587286090346,2.97823361659308e-05,8.13087471392701e-05,7.81216478490543e-05,6.18820038082295e-05,6.00172253388204e-05,6.07368850287153e-05,8.00667880400652e-05,2.09310319541247e-05,8.68043814942714e-05,9.46381780803519e-05,4.43866718896392e-05,8.29142004046402e-05,4.63889756254172e-05,7.83800928496193e-05,4.93674203954221e-05,4.8524931174421e-05,0.000130623504280464,4.96878093644353e-05,8.08145577496262e-05,2.92194983727099e-05,0.000124055612925525,2.85039560520399e-05,3.61439741617657e-05,7.33553360816697e-05
